Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13, VIDANGE MOTEUR,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,HYDROLIQUE,Unnamed: 20,Unnamed: 21,Vidange BOITE,HUILE,HUILE.1,GASOIL,GASOIL.1,GASOIL.2,IN           EX,GASOIL.3,Vidange BOITE.1,HYDROLIQU,HIDROLIQU,DECLO,BOITE,Unnamed: 35,HYDROLIQUE.1,140,Unnamed: 38,80w90,40 HMD,CX 50,50%,4   S,Unnamed: 44,ANTI + N,Unnamed: 46,Unnamed: 47,"COMPRESSEUR 
électrique Centrale ",THERMIQUE,Unnamed: 50,Unnamed: 51,Unnamed: 52
,8/30/2025,C8,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,3/3/2025,,       p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travaille 25h depuis 2 mois ,7/30/2025,C9,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,C10,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,1/13/2025,,2553,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,C11,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,10/3/2024,,2033,2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,C12,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,1/10/2025,,        P,        P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,CA2,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,4/15/2025,,,,,"250,710.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
les camions sont sur chantier,8/30/2025,CA4,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/27/2025,,"214,087.00","214,587.00",,"222,770.88",-8683.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA6,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,2/1/2025,,250022,250522,,"263,337.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA8,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,2/1/2025,,,,,"207,588.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,CA9,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/27/2025,,"281,356.00","281,856.00",,"218,236.37",-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,CA10,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/3/2025,,"235,028.00","250,028.00",,"241,163.06",-6135.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA11,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,1/16/2025,,311033,311283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CA13,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,10/22/2024,,321466,321466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,CA14,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/16/2025,,294542,304542,,"9,059.24",294542,disque en panne ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CR2,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,3/21/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G4,Grader,CATERPILLAR,12K,CAT0012KCSZP00275,22303ES,3/4/2025,,128733,128983,,12169.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G5,Grader,CATERPILLAR,12K,CAT0012KJSZP00685,28189ES,5/7/2025,,11157,11407,,11066.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G6,Grader,CATERPILLAR,12K,CAT0012KCSZP00770,29759ES,5/8/2025,,       P,       P,,9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,8/30/2025,G7,Grader,CATERPILLAR,12K,CAT0012KESZP00369,24260ES,12/7/2024,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grader : travail non continu ,7/30/2025,G8,Grader,CATERPILLAR,140GC,CAT00140CW9201140,36785ES,5/23/2025,,3588,3838,,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,G10,Grader,CATERPILLAR,12K,CAT0012KTSZP00665,27802ES,5/10/2025,,11366,11616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR1,Tractor,LANDINI,TL20NM,5374G43194,90386 TRAC,4/15/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR2,Tractor,LANDINI,TL20NM,5374G49286, 90385 TRAC,5/2/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR3,Tractor,DEUTZ-FAHR,D10S2WD,D10S714WX1E40168,119684 TRAC,5/16/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il est resté 2 mois non fonctionnel,8/30/2025,TR6,Tractor,LANDINI,TLMLAA,TLMLR17109,119550 TRAC,2/8/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il est resté 2 mois non fonctionnel,7/30/2025,TR7,Tractor,LANDINI,TLWLAA,TLWLS36199,122470 TRAC,12/25/2024,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,TR8,Tractor,LANDINI,TLMLAA,TLMLS30166,122012 TRAC,5/15/2025,,       P,       P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CO1,Compactor,AMMANN,AP 240 ,,3742007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il était 2 mois dans le parc ,7/30/2025,CO2,Compactor,BOMAG,BW24RH,,8.62E+11,9/21/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2025,CO4,Compactor,BOMAG,BW24RH,,"861538
211455",1/13/2025,,4496,4746,5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compresseur mecanique,7/30/2025,CP1,ATLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compresseur electrique (2 filtres hydrauliques+huile spécial compresseur),8/30/2025,CP3,ATLAS,,,,,4/14/2025,,2704,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
compresseur electrique (2 filtres hydrauliques+huile spécial compresseur),7/30/2025,CP4,compr,,,,,2/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,BD1,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/8/2025,,5786,6036,,5849.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30/2025,F3,#NOM?,#NOM?,#NOM?,#NOM?,#NOM?,5/31/2025,,4021,4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,F GK,F : filtre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,F  GK : gazoil cartouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,F  GS : gazoil séparateur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,F S EAU : séparateur eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"F Déclencheur (freinage, embrayage, éliminer l'eau de tout circuit à air)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,programmation des types d'huile  en foction de l'avqancement de l'état du matériel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
